"fiscal_year","lea_code","lea_name","indicator","value","target","weight","target_dir","on_target"
2012,163,"National Collegiate Preparatory PCS","3c_sec.math",0.0769,NA,NA,NA,NA
2012,163,"National Collegiate Preparatory PCS","3c_sec.reading",0,NA,NA,NA,NA
2012,163,"National Collegiate Preparatory PCS","4a",NA,0,0.5,"down",NA
2012,163,"National Collegiate Preparatory PCS","4b_a",NA,0,0.25,"down",NA
2012,163,"National Collegiate Preparatory PCS","4b_b",NA,0,0.25,"down",NA
2012,163,"National Collegiate Preparatory PCS","5a",0.82,0.175,0.3333,"up",TRUE
2012,163,"National Collegiate Preparatory PCS","5b",0.04,0.15,0.3333,"down",TRUE
2012,163,"National Collegiate Preparatory PCS","5c",0.04,0.15,0.3333,"down",TRUE
2012,163,"National Collegiate Preparatory PCS","6a",NA,0.63,0.5,"up",NA
2012,163,"National Collegiate Preparatory PCS","6b",NA,0.15,0.5,"down",NA
2012,163,"National Collegiate Preparatory PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,163,"National Collegiate Preparatory PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,163,"National Collegiate Preparatory PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,163,"National Collegiate Preparatory PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,163,"National Collegiate Preparatory PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,163,"National Collegiate Preparatory PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,163,"National Collegiate Preparatory PCS","8",NA,0.75,1,"up",NA
2012,163,"National Collegiate Preparatory PCS","9",0,0,1,"down",TRUE
2012,165,"Inspired Teaching Demonstration PCS","1",NA,0.85,1,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","10",NA,0,1,"down",NA
2012,165,"Inspired Teaching Demonstration PCS","11",NA,1,1,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","12",NA,1,1,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","13",NA,1,1,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","14_a",NA,0.27,0.3333,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","14_b",NA,0.51,0.3333,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","14_c",NA,0.64,0.3333,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","15",NA,NA,NA,NA,NA
2012,165,"Inspired Teaching Demonstration PCS","18",NA,NA,NA,NA,NA
2012,165,"Inspired Teaching Demonstration PCS","19",NA,NA,NA,NA,NA
2012,165,"Inspired Teaching Demonstration PCS","2",NA,0.06,1,"down",NA
2012,165,"Inspired Teaching Demonstration PCS","20",NA,NA,NA,NA,NA
2012,165,"Inspired Teaching Demonstration PCS","3a",NA,0.5,0.3333,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","3c_elem.math",0.375,NA,NA,NA,NA
2012,165,"Inspired Teaching Demonstration PCS","3c_elem.reading",0.25,NA,NA,NA,NA
2012,165,"Inspired Teaching Demonstration PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,165,"Inspired Teaching Demonstration PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,165,"Inspired Teaching Demonstration PCS","4a",NA,0,0.5,"down",NA
2012,165,"Inspired Teaching Demonstration PCS","4b_a",NA,0,0.25,"down",NA
2012,165,"Inspired Teaching Demonstration PCS","4b_b",NA,0,0.25,"down",NA
2012,165,"Inspired Teaching Demonstration PCS","5a",0.73,0.175,0.3333,"up",TRUE
2012,165,"Inspired Teaching Demonstration PCS","5b",0,0.15,0.3333,"down",TRUE
2012,165,"Inspired Teaching Demonstration PCS","5c",0,0.15,0.3333,"down",TRUE
2012,165,"Inspired Teaching Demonstration PCS","6a",NA,0.63,0.5,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","6b",NA,0.15,0.5,"down",NA
2012,165,"Inspired Teaching Demonstration PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","8",NA,0.75,1,"up",NA
2012,165,"Inspired Teaching Demonstration PCS","9",NA,0,1,"down",NA
2012,166,"Shining Stars Montessori PCS","1",NA,0.85,1,"up",NA
2012,166,"Shining Stars Montessori PCS","10",NA,0,1,"down",NA
2012,166,"Shining Stars Montessori PCS","11",NA,1,1,"up",NA
2012,166,"Shining Stars Montessori PCS","12",NA,1,1,"up",NA
2012,166,"Shining Stars Montessori PCS","13",NA,1,1,"up",NA
2012,166,"Shining Stars Montessori PCS","14_a",NA,0.27,0.3333,"up",NA
2012,166,"Shining Stars Montessori PCS","14_b",NA,0.51,0.3333,"up",NA
2012,166,"Shining Stars Montessori PCS","14_c",NA,0.64,0.3333,"up",NA
2012,166,"Shining Stars Montessori PCS","15",NA,NA,NA,NA,NA
2012,166,"Shining Stars Montessori PCS","18",NA,NA,NA,NA,NA
2012,166,"Shining Stars Montessori PCS","19",NA,NA,NA,NA,NA
2012,166,"Shining Stars Montessori PCS","2",NA,0.06,1,"down",NA
2012,166,"Shining Stars Montessori PCS","20",NA,NA,NA,NA,NA
2012,166,"Shining Stars Montessori PCS","3a",NA,0.5,0.3333,"up",NA
2012,166,"Shining Stars Montessori PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,166,"Shining Stars Montessori PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,166,"Shining Stars Montessori PCS","3c_elem.math",NA,NA,NA,NA,NA
2012,166,"Shining Stars Montessori PCS","3c_elem.reading",NA,NA,NA,NA,NA
2012,166,"Shining Stars Montessori PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,166,"Shining Stars Montessori PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,166,"Shining Stars Montessori PCS","4a",NA,0,0.5,"down",NA
2012,166,"Shining Stars Montessori PCS","4b_a",NA,0,0.25,"down",NA
2012,166,"Shining Stars Montessori PCS","4b_b",NA,0,0.25,"down",NA
2012,166,"Shining Stars Montessori PCS","5a",NA,0.175,0.3333,"up",NA
2012,166,"Shining Stars Montessori PCS","5b",NA,0.15,0.3333,"down",NA
2012,166,"Shining Stars Montessori PCS","5c",NA,0.15,0.3333,"down",NA
2012,166,"Shining Stars Montessori PCS","6a",NA,0.63,0.5,"up",NA
2012,166,"Shining Stars Montessori PCS","6b",NA,0.15,0.5,"down",NA
2012,166,"Shining Stars Montessori PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,166,"Shining Stars Montessori PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,166,"Shining Stars Montessori PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,166,"Shining Stars Montessori PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,166,"Shining Stars Montessori PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,166,"Shining Stars Montessori PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,166,"Shining Stars Montessori PCS","8",NA,0.75,1,"up",NA
2012,166,"Shining Stars Montessori PCS","9",NA,0,1,"down",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","1",NA,0.85,1,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","10",NA,0,1,"down",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","11",NA,1,1,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","12",NA,1,1,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","13",NA,1,1,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","14_a",NA,0.27,0.3333,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","14_b",NA,0.51,0.3333,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","14_c",NA,0.64,0.3333,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","15",NA,NA,NA,NA,NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","18",NA,NA,NA,NA,NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","19",NA,NA,NA,NA,NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","2",NA,0.06,1,"down",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","20",NA,NA,NA,NA,NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","3a",NA,0.5,0.3333,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","3b_math",NA,0.95,0.1667,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","3b_reading",NA,0.95,0.1667,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","3c_elem.math",NA,NA,NA,NA,NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","3c_elem.reading",NA,NA,NA,NA,NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","3c_sec.math",0.1,NA,NA,NA,NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","3c_sec.reading",0.25,NA,NA,NA,NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","4a",NA,0,0.5,"down",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","4b_a",NA,0,0.25,"down",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","4b_b",NA,0,0.25,"down",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","5a",NA,0.175,0.3333,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","5b",NA,0.15,0.3333,"down",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","5c",NA,0.15,0.3333,"down",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","6a",NA,0.63,0.5,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","6b",NA,0.15,0.5,"down",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","7a_a",NA,0.7,0.1667,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","7a_b",NA,0.6,0.1667,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","7b_a",NA,0.9,0.1667,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","7b_b",NA,0.6,0.1667,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","7c_a",NA,0.6,0.1667,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","7c_b",NA,0.8,0.1667,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","8",NA,0.75,1,"up",NA
2012,167,"Richard Wright PCS for Journalism and Media Arts","9",NA,0,1,"down",NA
2012,168,"Basis PCS ","1",NA,0.85,1,"up",NA
2012,168,"Basis PCS ","10",NA,0,1,"down",NA
2012,168,"Basis PCS ","11",NA,1,1,"up",NA
2012,168,"Basis PCS ","12",NA,1,1,"up",NA
2012,168,"Basis PCS ","13",NA,1,1,"up",NA
2012,168,"Basis PCS ","14_a",NA,0.27,0.3333,"up",NA
2012,168,"Basis PCS ","14_b",NA,0.51,0.3333,"up",NA
2012,168,"Basis PCS ","14_c",NA,0.64,0.3333,"up",NA
2012,168,"Basis PCS ","15",NA,NA,NA,NA,NA
2012,168,"Basis PCS ","18",NA,NA,NA,NA,NA
2012,168,"Basis PCS ","19",NA,NA,NA,NA,NA
2012,168,"Basis PCS ","2",NA,0.06,1,"down",NA
2012,168,"Basis PCS ","20",NA,NA,NA,NA,NA
2012,168,"Basis PCS ","3a",NA,0.5,0.3333,"up",NA
2012,168,"Basis PCS ","3b_math",NA,0.95,0.1667,"up",NA
2012,168,"Basis PCS ","3b_reading",NA,0.95,0.1667,"up",NA
2012,168,"Basis PCS ","3c_elem.math",0.2857,NA,NA,NA,NA
2012,168,"Basis PCS ","3c_elem.reading",0.3571,NA,NA,NA,NA
2012,168,"Basis PCS ","3c_sec.math",0.4,NA,NA,NA,NA
2012,168,"Basis PCS ","3c_sec.reading",0,NA,NA,NA,NA
2012,168,"Basis PCS ","4a",NA,0,0.5,"down",NA
2012,168,"Basis PCS ","4b_a",NA,0,0.25,"down",NA
2012,168,"Basis PCS ","4b_b",NA,0,0.25,"down",NA
2012,168,"Basis PCS ","5a",0.92,0.175,0.3333,"up",TRUE
2012,168,"Basis PCS ","5b",0.04,0.15,0.3333,"down",TRUE
2012,168,"Basis PCS ","5c",0,0.15,0.3333,"down",TRUE
2012,168,"Basis PCS ","6a",NA,0.63,0.5,"up",NA
2012,168,"Basis PCS ","6b",NA,0.15,0.5,"down",NA
2012,168,"Basis PCS ","7a_a",NA,0.7,0.1667,"up",NA
2012,168,"Basis PCS ","7a_b",NA,0.6,0.1667,"up",NA
2012,168,"Basis PCS ","7b_a",NA,0.9,0.1667,"up",NA
2012,168,"Basis PCS ","7b_b",NA,0.6,0.1667,"up",NA
2012,168,"Basis PCS ","7c_a",NA,0.6,0.1667,"up",NA
2012,168,"Basis PCS ","7c_b",NA,0.8,0.1667,"up",NA
2012,168,"Basis PCS ","8",NA,0.75,1,"up",NA
2012,168,"Basis PCS ","9",NA,0,1,"down",NA
2012,169,"Creative Minds PCS","1",NA,0.85,1,"up",NA
2012,169,"Creative Minds PCS","10",NA,0,1,"down",NA
2012,169,"Creative Minds PCS","11",0.88,1,1,"up",FALSE
2012,169,"Creative Minds PCS","12",NA,1,1,"up",NA
2012,169,"Creative Minds PCS","13",NA,1,1,"up",NA
2012,169,"Creative Minds PCS","14_a",NA,0.27,0.3333,"up",NA
2012,169,"Creative Minds PCS","14_b",NA,0.51,0.3333,"up",NA
2012,169,"Creative Minds PCS","14_c",NA,0.64,0.3333,"up",NA
2012,169,"Creative Minds PCS","15",NA,NA,NA,NA,NA
2012,169,"Creative Minds PCS","18",NA,NA,NA,NA,NA
2012,169,"Creative Minds PCS","19",NA,NA,NA,NA,NA
2012,169,"Creative Minds PCS","2",NA,0.06,1,"down",NA
2012,169,"Creative Minds PCS","20",NA,NA,NA,NA,NA
2012,169,"Creative Minds PCS","3a",NA,0.5,0.3333,"up",NA
2012,169,"Creative Minds PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,169,"Creative Minds PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,169,"Creative Minds PCS","3c_elem.math",NA,NA,NA,NA,NA
2012,169,"Creative Minds PCS","3c_elem.reading",NA,NA,NA,NA,NA
2012,169,"Creative Minds PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,169,"Creative Minds PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,169,"Creative Minds PCS","4a",NA,0,0.5,"down",NA
2012,169,"Creative Minds PCS","4b_a",NA,0,0.25,"down",NA
2012,169,"Creative Minds PCS","4b_b",NA,0,0.25,"down",NA
2012,169,"Creative Minds PCS","5a",0.69,0.175,0.3333,"up",TRUE
2012,169,"Creative Minds PCS","5b",0,0.15,0.3333,"down",TRUE
2012,169,"Creative Minds PCS","5c",0.08,0.15,0.3333,"down",TRUE
2012,169,"Creative Minds PCS","6a",1,0.63,0.5,"up",TRUE
2012,169,"Creative Minds PCS","6b",0,0.15,0.5,"down",TRUE
2012,169,"Creative Minds PCS","7a_a",0.5,0.7,0.1667,"up",FALSE
2012,169,"Creative Minds PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,169,"Creative Minds PCS","7b_a",0.5,0.9,0.1667,"up",FALSE
2012,169,"Creative Minds PCS","7b_b",0.5,0.6,0.1667,"up",FALSE
2012,169,"Creative Minds PCS","7c_a",1,0.6,0.1667,"up",TRUE
2012,169,"Creative Minds PCS","7c_b",0,0.8,0.1667,"up",FALSE
2012,169,"Creative Minds PCS","8",0.99,0.75,1,"up",TRUE
2012,169,"Creative Minds PCS","9",NA,0,1,"down",NA
2012,170,"D. C. Scholars PCS","1",NA,0.85,1,"up",NA
2012,170,"D. C. Scholars PCS","10",NA,0,1,"down",NA
2012,170,"D. C. Scholars PCS","11",NA,1,1,"up",NA
2012,170,"D. C. Scholars PCS","12",NA,1,1,"up",NA
2012,170,"D. C. Scholars PCS","13",NA,1,1,"up",NA
2012,170,"D. C. Scholars PCS","14_a",NA,0.27,0.3333,"up",NA
2012,170,"D. C. Scholars PCS","14_b",NA,0.51,0.3333,"up",NA
2012,170,"D. C. Scholars PCS","14_c",NA,0.64,0.3333,"up",NA
2012,170,"D. C. Scholars PCS","15",NA,NA,NA,NA,NA
2012,170,"D. C. Scholars PCS","18",NA,NA,NA,NA,NA
2012,170,"D. C. Scholars PCS","19",NA,NA,NA,NA,NA
2012,170,"D. C. Scholars PCS","2",NA,0.06,1,"down",NA
2012,170,"D. C. Scholars PCS","20",NA,NA,NA,NA,NA
2012,170,"D. C. Scholars PCS","3a",NA,0.5,0.3333,"up",NA
2012,170,"D. C. Scholars PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,170,"D. C. Scholars PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,170,"D. C. Scholars PCS","3c_elem.math",0.5,NA,NA,NA,NA
2012,170,"D. C. Scholars PCS","3c_elem.reading",0,NA,NA,NA,NA
2012,170,"D. C. Scholars PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,170,"D. C. Scholars PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,170,"D. C. Scholars PCS","4a",NA,0,0.5,"down",NA
2012,170,"D. C. Scholars PCS","4b_a",NA,0,0.25,"down",NA
2012,170,"D. C. Scholars PCS","4b_b",NA,0,0.25,"down",NA
2012,170,"D. C. Scholars PCS","5a",NA,0.175,0.3333,"up",NA
2012,170,"D. C. Scholars PCS","5b",NA,0.15,0.3333,"down",NA
2012,170,"D. C. Scholars PCS","5c",NA,0.15,0.3333,"down",NA
2012,170,"D. C. Scholars PCS","6a",NA,0.63,0.5,"up",NA
2012,170,"D. C. Scholars PCS","6b",NA,0.15,0.5,"down",NA
2012,170,"D. C. Scholars PCS","7a_a",1,0.7,0.1667,"up",TRUE
2012,170,"D. C. Scholars PCS","7a_b",1,0.6,0.1667,"up",TRUE
2012,170,"D. C. Scholars PCS","7b_a",1,0.9,0.1667,"up",TRUE
2012,170,"D. C. Scholars PCS","7b_b",1,0.6,0.1667,"up",TRUE
2012,170,"D. C. Scholars PCS","7c_a",1,0.6,0.1667,"up",TRUE
2012,170,"D. C. Scholars PCS","7c_b",1,0.8,0.1667,"up",TRUE
2012,170,"D. C. Scholars PCS","8",NA,0.75,1,"up",NA
2012,170,"D. C. Scholars PCS","9",NA,0,1,"down",NA
2012,171,"Mundo Verde Bilingual PCS","1",NA,0.85,1,"up",NA
2012,171,"Mundo Verde Bilingual PCS","10",NA,0,1,"down",NA
2012,171,"Mundo Verde Bilingual PCS","11",NA,1,1,"up",NA
2012,171,"Mundo Verde Bilingual PCS","12",NA,1,1,"up",NA
2012,171,"Mundo Verde Bilingual PCS","13",NA,1,1,"up",NA
2012,171,"Mundo Verde Bilingual PCS","14_a",NA,0.27,0.3333,"up",NA
2012,171,"Mundo Verde Bilingual PCS","14_b",NA,0.51,0.3333,"up",NA
2012,171,"Mundo Verde Bilingual PCS","14_c",NA,0.64,0.3333,"up",NA
2012,171,"Mundo Verde Bilingual PCS","15",1,NA,NA,NA,NA
2012,171,"Mundo Verde Bilingual PCS","18",NA,NA,NA,NA,NA
2012,171,"Mundo Verde Bilingual PCS","19",NA,NA,NA,NA,NA
2012,171,"Mundo Verde Bilingual PCS","2",NA,0.06,1,"down",NA
2012,171,"Mundo Verde Bilingual PCS","20",NA,NA,NA,NA,NA
2012,171,"Mundo Verde Bilingual PCS","3a",NA,0.5,0.3333,"up",NA
2012,171,"Mundo Verde Bilingual PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,171,"Mundo Verde Bilingual PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,171,"Mundo Verde Bilingual PCS","3c_elem.math",NA,NA,NA,NA,NA
2012,171,"Mundo Verde Bilingual PCS","3c_elem.reading",NA,NA,NA,NA,NA
2012,171,"Mundo Verde Bilingual PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,171,"Mundo Verde Bilingual PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,171,"Mundo Verde Bilingual PCS","4a",NA,0,0.5,"down",NA
2012,171,"Mundo Verde Bilingual PCS","4b_a",NA,0,0.25,"down",NA
2012,171,"Mundo Verde Bilingual PCS","4b_b",NA,0,0.25,"down",NA
2012,171,"Mundo Verde Bilingual PCS","5a",NA,0.175,0.3333,"up",NA
2012,171,"Mundo Verde Bilingual PCS","5b",NA,0.15,0.3333,"down",NA
2012,171,"Mundo Verde Bilingual PCS","5c",NA,0.15,0.3333,"down",NA
2012,171,"Mundo Verde Bilingual PCS","6a",NA,0.63,0.5,"up",NA
2012,171,"Mundo Verde Bilingual PCS","6b",NA,0.15,0.5,"down",NA
2012,171,"Mundo Verde Bilingual PCS","7a_a",1,0.7,0.1667,"up",TRUE
2012,171,"Mundo Verde Bilingual PCS","7a_b",1,0.6,0.1667,"up",TRUE
2012,171,"Mundo Verde Bilingual PCS","7b_a",1,0.9,0.1667,"up",TRUE
2012,171,"Mundo Verde Bilingual PCS","7b_b",0.5,0.6,0.1667,"up",FALSE
2012,171,"Mundo Verde Bilingual PCS","7c_a",1,0.6,0.1667,"up",TRUE
2012,171,"Mundo Verde Bilingual PCS","7c_b",1,0.8,0.1667,"up",TRUE
2012,171,"Mundo Verde Bilingual PCS","8",NA,0.75,1,"up",NA
2012,171,"Mundo Verde Bilingual PCS","9",NA,0,1,"down",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","1",NA,0.85,1,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","10",NA,0,1,"down",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","11",NA,1,1,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","12",NA,1,1,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","13",NA,1,1,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","14_a",NA,0.27,0.3333,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","14_b",NA,0.51,0.3333,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","14_c",NA,0.64,0.3333,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","15",NA,NA,NA,NA,NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","18",NA,NA,NA,NA,NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","19",NA,NA,NA,NA,NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","2",NA,0.06,1,"down",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","20",NA,NA,NA,NA,NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","3a",NA,0.5,0.3333,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","3b_math",NA,0.95,0.1667,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","3b_reading",NA,0.95,0.1667,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","3c_elem.math",NA,NA,NA,NA,NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","3c_elem.reading",NA,NA,NA,NA,NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","3c_sec.math",NA,NA,NA,NA,NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","3c_sec.reading",NA,NA,NA,NA,NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","4a",NA,0,0.5,"down",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","4b_a",NA,0,0.25,"down",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","4b_b",NA,0,0.25,"down",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","5a",NA,0.175,0.3333,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","5b",NA,0.15,0.3333,"down",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","5c",NA,0.15,0.3333,"down",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","6a",NA,0.63,0.5,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","6b",NA,0.15,0.5,"down",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","7a_a",NA,0.7,0.1667,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","7a_b",NA,0.6,0.1667,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","7b_a",NA,0.9,0.1667,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","7b_b",NA,0.6,0.1667,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","7c_a",NA,0.6,0.1667,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","7c_b",NA,0.8,0.1667,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","8",NA,0.75,1,"up",NA
2012,172,"Latin America Youth Center Youth Build (LAYC) PCS","9",NA,0,1,"down",NA
2012,4002,"DYRS","1",NA,0.85,1,"up",NA
2012,4002,"DYRS","10",NA,0,1,"down",NA
2012,4002,"DYRS","11",NA,1,1,"up",NA
2012,4002,"DYRS","12",NA,1,1,"up",NA
2012,4002,"DYRS","13",NA,1,1,"up",NA
2012,4002,"DYRS","14_a",NA,0.27,0.3333,"up",NA
2012,4002,"DYRS","14_b",NA,0.51,0.3333,"up",NA
2012,4002,"DYRS","14_c",NA,0.64,0.3333,"up",NA
2012,4002,"DYRS","15",NA,NA,NA,NA,NA
2012,4002,"DYRS","18",NA,NA,NA,NA,NA
2012,4002,"DYRS","19",NA,NA,NA,NA,NA
2012,4002,"DYRS","2",NA,0.06,1,"down",NA
2012,4002,"DYRS","20",NA,NA,NA,NA,NA
2012,4002,"DYRS","3a",NA,0.5,0.3333,"up",NA
2012,4002,"DYRS","3b_math",NA,0.95,0.1667,"up",NA
2012,4002,"DYRS","3b_reading",NA,0.95,0.1667,"up",NA
2012,4002,"DYRS","3c_elem.math",NA,NA,NA,NA,NA
2012,4002,"DYRS","3c_elem.reading",NA,NA,NA,NA,NA
2012,4002,"DYRS","3c_sec.math",0,NA,NA,NA,NA
2012,4002,"DYRS","3c_sec.reading",0,NA,NA,NA,NA
2012,4002,"DYRS","4a",NA,0,0.5,"down",NA
2012,4002,"DYRS","4b_a",NA,0,0.25,"down",NA
2012,4002,"DYRS","4b_b",NA,0,0.25,"down",NA
2012,4002,"DYRS","5a",NA,0.175,0.3333,"up",NA
2012,4002,"DYRS","5b",NA,0.15,0.3333,"down",NA
2012,4002,"DYRS","5c",NA,0.15,0.3333,"down",NA
2012,4002,"DYRS","6a",NA,0.63,0.5,"up",NA
2012,4002,"DYRS","6b",NA,0.15,0.5,"down",NA
2012,4002,"DYRS","7a_a",NA,0.7,0.1667,"up",NA
2012,4002,"DYRS","7a_b",NA,0.6,0.1667,"up",NA
2012,4002,"DYRS","7b_a",NA,0.9,0.1667,"up",NA
2012,4002,"DYRS","7b_b",NA,0.6,0.1667,"up",NA
2012,4002,"DYRS","7c_a",NA,0.6,0.1667,"up",NA
2012,4002,"DYRS","7c_b",NA,0.8,0.1667,"up",NA
2012,4002,"DYRS","8",NA,0.75,1,"up",NA
2012,4002,"DYRS","9",NA,0,1,"down",NA
