Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,Month,ReportType,NSize,count
173-2013-14-All Students-Withdrawal-External,173,2013-14,All Students,Withdrawal,0.033898305,0.040608242,February,External,118,4
173-2013-14-All Students-Net Cumulative-External,173,2013-14,All Students,Net Cumulative,-0.033898305,-0.003679205,February,External,118,-4
173-2013-14-All Students-Entry-External,173,2013-14,All Students,Entry,0,0.031488512,January,External,118,0
173-2013-14-All Students-Withdrawal-External,173,2013-14,All Students,Withdrawal,0.033898305,0.033817369,January,External,118,4
173-2013-14-All Students-Net Cumulative-External,173,2013-14,All Students,Net Cumulative,-0.033898305,-0.002328858,January,External,118,-4
173-2013-14-All Students-Entry-External,173,2013-14,All Students,Entry,0,0.042193431,March,External,118,0
173-2013-14-All Students-Withdrawal-External,173,2013-14,All Students,Withdrawal,0.042372882,0.047105562,March,External,118,5
173-2013-14-All Students-Net Cumulative-External,173,2013-14,All Students,Net Cumulative,-0.042372882,-0.00491213,March,External,118,-5
173-2013-14-All Students-Entry-External,173,2013-14,All Students,Entry,0,0.052487377,May,External,118,0
173-2013-14-All Students-Withdrawal-External,173,2013-14,All Students,Withdrawal,0.050847456,0.056420997,May,External,118,6
173-2013-14-All Students-Net Cumulative-External,173,2013-14,All Students,Net Cumulative,-0.050847456,-0.003933618,May,External,118,-6
173-2013-14-All Students-Entry-External,173,2013-14,All Students,Entry,0,0.019668089,November,External,118,0
173-2013-14-All Students-Withdrawal-External,173,2013-14,All Students,Withdrawal,0.025423728,0.019061411,November,External,118,3
173-2013-14-All Students-Net Cumulative-External,173,2013-14,All Students,Net Cumulative,-0.025423728,0.000606677,November,External,118,-3
174-2013-14-All Students-Entry-External,174,2013-14,All Students,Entry,0.023391813,0.076793194,April,External,342,8
174-2013-14-All Students-Withdrawal-External,174,2013-14,All Students,Withdrawal,0.090643272,0.073956504,April,External,342,31
174-2013-14-All Students-Net Cumulative-External,174,2013-14,All Students,Net Cumulative,-0.067251459,0.002836688,April,External,342,-23
174-2013-14-All Students-Entry-External,174,2013-14,All Students,Entry,0.023391813,0.034816965,December,External,342,8
174-2013-14-All Students-Withdrawal-External,174,2013-14,All Students,Withdrawal,0.032163743,0.025124948,December,External,342,11
174-2013-14-All Students-Net Cumulative-External,174,2013-14,All Students,Net Cumulative,-0.00877193,0.009692017,December,External,342,-3
174-2013-14-All Students-Entry-External,174,2013-14,All Students,Entry,0.023391813,0.058861274,February,External,342,8
174-2013-14-All Students-Withdrawal-External,174,2013-14,All Students,Withdrawal,0.058479533,0.049405646,February,External,342,20
174-2013-14-All Students-Net Cumulative-External,174,2013-14,All Students,Net Cumulative,-0.03508772,0.009455626,February,External,342,-12
174-2013-14-All Students-Entry-External,174,2013-14,All Students,Entry,0.023391813,0.04707551,January,External,342,8
174-2013-14-All Students-Withdrawal-External,174,2013-14,All Students,Withdrawal,0.049707603,0.038362827,January,External,342,17
174-2013-14-All Students-Net Cumulative-External,174,2013-14,All Students,Net Cumulative,-0.02631579,0.008712684,January,External,342,-9
174-2013-14-All Students-Entry-External,174,2013-14,All Students,Entry,0.023391813,0.068451978,March,External,342,8
174-2013-14-All Students-Withdrawal-External,174,2013-14,All Students,Withdrawal,0.076023392,0.061056327,March,External,342,26
174-2013-14-All Students-Net Cumulative-External,174,2013-14,All Students,Net Cumulative,-0.052631579,0.00739565,March,External,342,-18
174-2013-14-All Students-Entry-External,174,2013-14,All Students,Entry,0.023391813,0.083952449,May,External,342,8
174-2013-14-All Students-Withdrawal-External,174,2013-14,All Students,Withdrawal,0.73391813,0.083141968,May,External,342,251
174-2013-14-All Students-Net Cumulative-External,174,2013-14,All Students,Net Cumulative,-0.710526288,0.000810482,May,External,342,-243
174-2013-14-All Students-Entry-External,174,2013-14,All Students,Entry,0.023391813,0.027995408,November,External,342,8
174-2013-14-All Students-Withdrawal-External,174,2013-14,All Students,Withdrawal,0.032163743,0.017526679,November,External,342,11
174-2013-14-All Students-Net Cumulative-External,174,2013-14,All Students,Net Cumulative,-0.00877193,0.010468729,November,External,342,-3
174-2013-14-All Students-Entry-External,174,2013-14,All Students,Entry,0.023391813,0.019113872,October,External,342,8
174-2013-14-All Students-Withdrawal-External,174,2013-14,All Students,Withdrawal,0.020467836,0.008003512,October,External,342,7
174-2013-14-All Students-Net Cumulative-External,174,2013-14,All Students,Net Cumulative,0.002923977,0.011110361,October,External,342,1
175-2013-14-All Students-Entry-External,175,2013-14,All Students,Entry,0,,April,External,205,0
175-2013-14-All Students-Withdrawal-External,175,2013-14,All Students,Withdrawal,1,,April,External,205,205
175-2013-14-All Students-Net Cumulative-External,175,2013-14,All Students,Net Cumulative,-1,,April,External,205,-205
175-2013-14-All Students-Entry-External,175,2013-14,All Students,Entry,0,,December,External,205,0
175-2013-14-All Students-Withdrawal-External,175,2013-14,All Students,Withdrawal,1,,December,External,205,205
175-2013-14-All Students-Net Cumulative-External,175,2013-14,All Students,Net Cumulative,-1,,December,External,205,-205
175-2013-14-All Students-Entry-External,175,2013-14,All Students,Entry,0,,February,External,205,0
175-2013-14-All Students-Withdrawal-External,175,2013-14,All Students,Withdrawal,1,,February,External,205,205
175-2013-14-All Students-Net Cumulative-External,175,2013-14,All Students,Net Cumulative,-1,,February,External,205,-205
175-2013-14-All Students-Entry-External,175,2013-14,All Students,Entry,0,,January,External,205,0
175-2013-14-All Students-Withdrawal-External,175,2013-14,All Students,Withdrawal,1,,January,External,205,205
175-2013-14-All Students-Net Cumulative-External,175,2013-14,All Students,Net Cumulative,-1,,January,External,205,-205
175-2013-14-All Students-Entry-External,175,2013-14,All Students,Entry,0,,March,External,205,0
175-2013-14-All Students-Withdrawal-External,175,2013-14,All Students,Withdrawal,1,,March,External,205,205
175-2013-14-All Students-Net Cumulative-External,175,2013-14,All Students,Net Cumulative,-1,,March,External,205,-205
175-2013-14-All Students-Entry-External,175,2013-14,All Students,Entry,0,,May,External,205,0
175-2013-14-All Students-Withdrawal-External,175,2013-14,All Students,Withdrawal,1,,May,External,205,205
175-2013-14-All Students-Net Cumulative-External,175,2013-14,All Students,Net Cumulative,-1,,May,External,205,-205
175-2013-14-All Students-Entry-External,175,2013-14,All Students,Entry,0,,November,External,205,0
175-2013-14-All Students-Withdrawal-External,175,2013-14,All Students,Withdrawal,1,,November,External,205,205
175-2013-14-All Students-Net Cumulative-External,175,2013-14,All Students,Net Cumulative,-1,,November,External,205,-205
175-2013-14-All Students-Entry-External,175,2013-14,All Students,Entry,0,,October,External,205,0
175-2013-14-All Students-Withdrawal-External,175,2013-14,All Students,Withdrawal,1,,October,External,205,205
175-2013-14-All Students-Net Cumulative-External,175,2013-14,All Students,Net Cumulative,-1,,October,External,205,-205
178-2013-14-All Students-Entry-External,178,2013-14,All Students,Entry,0.021021022,0.091431394,April,External,333,7
178-2013-14-All Students-Withdrawal-External,178,2013-14,All Students,Withdrawal,0.111111112,0.083091371,April,External,333,37
178-2013-14-All Students-Net Cumulative-External,178,2013-14,All Students,Net Cumulative,-0.090090089,0.008340026,April,External,333,-30
178-2013-14-All Students-Entry-External,178,2013-14,All Students,Entry,0.015015015,0.041453019,December,External,333,5
178-2013-14-All Students-Withdrawal-External,178,2013-14,All Students,Withdrawal,0.021021022,0.027120529,December,External,333,7
178-2013-14-All Students-Net Cumulative-External,178,2013-14,All Students,Net Cumulative,-0.006006006,0.014332489,December,External,333,-2
178-2013-14-All Students-Entry-External,178,2013-14,All Students,Entry,0.018018018,0.071724221,February,External,333,6
178-2013-14-All Students-Withdrawal-External,178,2013-14,All Students,Withdrawal,0.090090089,0.05782418,February,External,333,30
178-2013-14-All Students-Net Cumulative-External,178,2013-14,All Students,Net Cumulative,-0.072072074,0.013900043,February,External,333,-24
178-2013-14-All Students-Entry-External,178,2013-14,All Students,Entry,0.018018018,0.056835733,January,External,333,6
178-2013-14-All Students-Withdrawal-External,178,2013-14,All Students,Withdrawal,0.063063063,0.044541918,January,External,333,21
178-2013-14-All Students-Net Cumulative-External,178,2013-14,All Students,Net Cumulative,-0.045045044,0.012293816,January,External,333,-15
178-2013-14-All Students-Entry-External,178,2013-14,All Students,Entry,0.021021022,0.081608698,March,External,333,7
178-2013-14-All Students-Withdrawal-External,178,2013-14,All Students,Withdrawal,0.105105102,0.071353555,March,External,333,35
178-2013-14-All Students-Net Cumulative-External,178,2013-14,All Students,Net Cumulative,-0.084084086,0.010255143,March,External,333,-28
178-2013-14-All Students-Entry-External,178,2013-14,All Students,Entry,0.021021022,0.098906532,May,External,333,7
178-2013-14-All Students-Withdrawal-External,178,2013-14,All Students,Withdrawal,0.114114113,0.09427318,May,External,333,38
178-2013-14-All Students-Net Cumulative-External,178,2013-14,All Students,Net Cumulative,-0.09309309,0.004633348,May,External,333,-31
178-2013-14-All Students-Entry-External,178,2013-14,All Students,Entry,0.015015015,0.033977885,November,External,333,5
178-2013-14-All Students-Withdrawal-External,178,2013-14,All Students,Withdrawal,0.006006006,0.018348057,November,External,333,2
178-2013-14-All Students-Net Cumulative-External,178,2013-14,All Students,Net Cumulative,0.009009009,0.015629826,November,External,333,3
178-2013-14-All Students-Entry-External,178,2013-14,All Students,Entry,0.015015015,0.02341385,October,External,333,5
178-2013-14-All Students-Withdrawal-External,178,2013-14,All Students,Withdrawal,0.003003003,0.007722246,October,External,333,1
178-2013-14-All Students-Net Cumulative-External,178,2013-14,All Students,Net Cumulative,0.012012012,0.015691604,October,External,333,4
181-2013-14-All Students-Entry-External,181,2013-14,All Students,Entry,0.014563107,0.047614966,April,External,618,9
181-2013-14-All Students-Withdrawal-External,181,2013-14,All Students,Withdrawal,0.030744337,0.052543607,April,External,618,19
181-2013-14-All Students-Net Cumulative-External,181,2013-14,All Students,Net Cumulative,-0.016181231,-0.004928642,April,External,618,-10
181-2013-14-All Students-Entry-External,181,2013-14,All Students,Entry,0.014563107,0.02346462,December,External,618,9
181-2013-14-All Students-Withdrawal-External,181,2013-14,All Students,Withdrawal,0.006472492,0.02577894,December,External,618,4
181-2013-14-All Students-Net Cumulative-External,181,2013-14,All Students,Net Cumulative,0.008090615,-0.002314319,December,External,618,5
181-2013-14-All Students-Entry-External,181,2013-14,All Students,Entry,0.014563107,0.0368791,February,External,618,9
181-2013-14-All Students-Withdrawal-External,181,2013-14,All Students,Withdrawal,0.022653721,0.040672008,February,External,618,14
181-2013-14-All Students-Net Cumulative-External,181,2013-14,All Students,Net Cumulative,-0.008090615,-0.003792911,February,External,618,-5
181-2013-14-All Students-Entry-External,181,2013-14,All Students,Entry,0.014563107,0.031586166,January,External,618,9
181-2013-14-All Students-Withdrawal-External,181,2013-14,All Students,Withdrawal,0.017799353,0.034071915,January,External,618,11
181-2013-14-All Students-Net Cumulative-External,181,2013-14,All Students,Net Cumulative,-0.003236246,-0.00248575,January,External,618,-2
181-2013-14-All Students-Entry-External,181,2013-14,All Students,Entry,0.014563107,0.041829169,March,External,618,9
181-2013-14-All Students-Withdrawal-External,181,2013-14,All Students,Withdrawal,0.022653721,0.047057815,March,External,618,14
181-2013-14-All Students-Net Cumulative-External,181,2013-14,All Students,Net Cumulative,-0.008090615,-0.005228646,March,External,618,-5
181-2013-14-All Students-Entry-External,181,2013-14,All Students,Entry,0.014563107,0.052072171,May,External,618,9
181-2013-14-All Students-Withdrawal-External,181,2013-14,All Students,Withdrawal,0.030744337,0.056165088,May,External,618,19
181-2013-14-All Students-Net Cumulative-External,181,2013-14,All Students,Net Cumulative,-0.016181231,-0.004092915,May,External,618,-10
181-2013-14-All Students-Entry-External,181,2013-14,All Students,Entry,0.014563107,0.01965028,November,External,618,9
181-2013-14-All Students-Withdrawal-External,181,2013-14,All Students,Withdrawal,0.004854369,0.019071702,November,External,618,3
181-2013-14-All Students-Net Cumulative-External,181,2013-14,All Students,Net Cumulative,0.009708738,0.00057858,November,External,618,6
181-2013-14-All Students-Entry-External,181,2013-14,All Students,Entry,0.012944984,0.013221618,October,External,618,8
181-2013-14-All Students-Withdrawal-External,181,2013-14,All Students,Withdrawal,0.004854369,0.011743025,October,External,618,3
181-2013-14-All Students-Net Cumulative-External,181,2013-14,All Students,Net Cumulative,0.008090615,0.001478593,October,External,618,5
182-2013-14-All Students-Entry-External,182,2013-14,All Students,Entry,0.006134969,0.054506175,April,External,326,2
182-2013-14-All Students-Withdrawal-External,182,2013-14,All Students,Withdrawal,0.024539877,0.056943443,April,External,326,8
182-2013-14-All Students-Net Cumulative-External,182,2013-14,All Students,Net Cumulative,-0.018404908,-0.002437268,April,External,326,-6
182-2013-14-All Students-Entry-External,182,2013-14,All Students,Entry,0.006134969,0.024538858,December,External,326,2
